;Title;MAL Id;Type;Number of Episodes;Episode Duration;Studios;Source Type;Genres;Themes;Rating;Popularity;Score;Demographic;Year
6435;Kuiba II: Dazhan Yuan Yang Jie;19687;Movie;1;1 hr. 38 min.;add some;Original;Action,Adventure,Fantasy;N\A; G - All Ages  ;13171;6.41;Kids;2013
6436;Kuusen Madoushi Kouhosei no Kyoukan: Lecty no, Ikimonogatari;31156;OVA;1;23 min.;Diomedéa;Light;Action,Drama,Fantasy;N\A; PG-13 - Teens 13 or older  ;3919;6.41;N\A;2016
6437;Maetel Legend;1495;OVA;2;45 min. per ep.;Vega Entertainment;Unknown;Drama,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;7899;6.41;N\A;2000
6438;Mugyutto! Black Clover;40031;ONA;8;7 min. per ep.;DLE;Manga;Comedy,Fantasy;N\A; PG-13 - Teens 13 or older  ;4857;6.41;Shounen;2019
6439;Ni no Kuni;39235;Movie;1;1 hr. 46 min.;OLM;Game;Action,Adventure,Fantasy;N\A; PG-13 - Teens 13 or older  ;2698;6.41;N\A;2019
6440;Nurse Witch Komugi-chan Magikarte Special;920;Special;1;27 min.;Kyoto Animation,Tatsunoko Production;Original;N\A;N\A; PG-13 - Teens 13 or older  ;7211;6.41;N\A;2003
6441;Phantom in the Twilight;37598;TV;12;23 min. per ep.;LIDENFILMS;Original;Action,Supernatural;N\A; PG-13 - Teens 13 or older  ;2820;6.41;N\A;2018
6442;Pokemon: Pikachu no Fuyuyasumi (2000);10916;OVA;2;11 min. per ep.;OLM;Game;Adventure,Comedy,Fantasy;N\A; PG - Children  ;5733;6.41;Kids;1999
6443;RahXephon Specials;5288;Special;2;19 min. per ep.;Bones;Original;Action,Drama,Mystery,Romance,Sci-Fi;Mecha,Music; PG-13 - Teens 13 or older  ;7971;6.41;N\A;2003
6444;Sabu to Ichi Torimono Hikae;5997;TV;52;25 min. per ep.;Toei Animation;Manga;Action,Adventure,Drama,Slice of Life;Historical,Martial Arts,Police,Samurai; R - 17+ (violence & profanity)  ;9769;6.41;Shounen;1968
6445;Saikin, Imouto no Yousu ga Chotto Okashiinda ga. OVA;21679;OVA;1;23 min.;Project No.9;Unknown;Comedy,Romance,Supernatural,Ecchi;N\A; PG-13 - Teens 13 or older  ;3581;6.41;Shounen;2014
6446;Seizei Ganbare! Mahou Shoujo Kurumi;35510;ONA;25;4 min. per ep.;Pie in the sky;Original;N\A;N\A; G - All Ages  ;9494;6.41;N\A;2017
6447;Sentimental Journey;677;TV;12;24 min. per ep.;Sunrise;Original;Drama,Romance;N\A; PG-13 - Teens 13 or older  ;8516;6.41;N\A;1998
6448;Shin Chuuka Ichiban!;39194;TV;12;24 min. per ep.;Production I.G,Nihon Ad Systems;Manga;Comedy,Gourmet;N\A; PG-13 - Teens 13 or older  ;5359;6.41;Shounen;2019
6449;SmaSTATION-3 SMAnime;9421;Special;3;2 min. per ep.;add some;Original;Action,Comedy;N\A; R - 17+ (violence & profanity)  ;13095;6.41;N\A;
6450;Starmyu 3rd Season: Encore;40431;Special;1;23 min.;add some;Original;N\A;Music,School; PG-13 - Teens 13 or older  ;11234;6.41;N\A;2019
6451;Tetsujin 28-gou: Hakuchuu no Zangetsu;10005;Movie;1;1 hr. 35 min.;Palm Studio;Unknown;Action,Adventure,Sci-Fi;N\A; G - All Ages  ;11566;6.41;N\A;2007
6452;Tezuka Osamu no Kyuuyaku Seisho Monogatari: In the Beginning;2282;TV;26;24 min. per ep.;Tezuka Productions;Book;N\A;N\A; PG - Children  ;10404;6.41;N\A;1997
6453;Yin Yang Shi: Ping An Wu Yu;37641;ONA;12;5 min. per ep.;Blade,Thundray;Game;Comedy,Slice of Life,Supernatural;Demons,Historical; PG-13 - Teens 13 or older  ;9122;6.41;N\A;2018
6454;Yoku Wakaru Mahouka! - Saiseitte Nani?;31448;Special;1;3 min.;add some;Light;N\A;N\A; PG-13 - Teens 13 or older  ;5211;6.41;N\A;2015
6455;Yurumates 3D Plus;14693;TV;13;3 min. per ep.;C2C;Unknown;Comedy,Slice of Life;N\A; PG-13 - Teens 13 or older  ;7369;6.41;Seinen;2012
6456;Yuusha Raideen;2128;TV;50;24 min. per ep.;Sunrise;Original;Action,Adventure,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;9220;6.41;Shounen;1975
6457;Moetan;2367;TV;12;24 min. per ep.;Actas;Other;Comedy,Ecchi;N\A; R+ - Mild Nudity  ;3600;6.40;N\A;2007
6458;Mushrambo (2008);4961;OVA;2;1 hr. 30 min. per ep.;Toei Animation;Unknown;Action,Adventure,Fantasy,Sci-Fi;N\A; PG - Children  ;10246;6.40;N\A;2008
6459;Next A-Class;16331;ONA;1;6 min.;Production I.G;Original;Action,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;5978;6.40;N\A;2012
6460;Nezha Nao Hai;8783;Movie;1;58 min.;Shanghai Animation Film Studio;Novel;N\A;N\A; G - All Ages  ;11772;6.40;Kids;1979
6461;Nozo x Kimi;24175;OVA;3;23 min. per ep.;Zexcs;Manga;Comedy,Romance,Ecchi;N\A; R+ - Mild Nudity  ;3278;6.40;Shounen;2014
6462;Oscar's Oasis;33430;TV;78;8 min. per ep.;TUBA;Unknown;N\A;N\A; G - All Ages  ;11130;6.40;N\A;2011
6463;Pa-Pa-Pa the ★ Movie: Perman - Tako de Pon! Ashi wa Pon!;29611;Movie;1;32 min.;Shin-Ei Animation;Unknown;Adventure,Comedy;N\A; PG - Children  ;13412;6.40;Kids;2004
6464;Pokemon Best Wishes! Season 2;14093;TV;24;22 min. per ep.;OLM;Game;Action,Adventure,Comedy,Fantasy;N\A; PG - Children  ;2383;6.40;Kids;2012
6465;Pokemon: Pikachu no Fuyuyasumi (2001);10917;OVA;3;15 min. per ep.;OLM;Game;Adventure,Comedy,Fantasy;N\A; PG - Children  ;5727;6.40;Kids;2000
6466;Pokemon: Pikachu no Wanpaku Island;4910;Special;1;21 min.;OLM;Game;Adventure,Comedy,Fantasy;N\A; PG - Children  ;5536;6.40;Kids;2006
6467;Princess Princess Specials;30625;Special;12;1 min. per ep.;Studio Deen;Manga;N\A;N\A; PG-13 - Teens 13 or older  ;9642;6.40;Shoujo;2006
6468;Project A-Ko 4: Final;1298;OVA;1;53 min.;Studio Fantasia;Original;Action,Comedy,Sci-Fi;Mecha,Super Power; PG-13 - Teens 13 or older  ;7438;6.40;N\A;1989
6469;Rail Wars!;23309;TV;12;24 min. per ep.;Passione;Light;Action,Ecchi;Harem,Police; R+ - Mild Nudity  ;980;6.40;N\A;2014
6470;Ring ni Kakero 1;23;TV;12;25 min. per ep.;Toei Animation;Manga;Action,Sports;N\A; PG - Children  ;7773;6.40;Shounen;2004
6471;Ring ni Kakero 1: Kage Dou-hen;7793;TV;6;21 min. per ep.;Toei Animation;Manga;Action,Sports;N\A; PG-13 - Teens 13 or older  ;10321;6.40;Shounen;2010
6472;Ring ni Kakero 1: Sekai Taikai-hen;10346;TV;6;24 min. per ep.;Toei Animation;Manga;N\A;N\A; PG-13 - Teens 13 or older  ;10790;6.40;N\A;2011
6473;Sakura Taisen: Ecole de Paris;1964;OVA;3;25 min. per ep.;Radix;Game;Action,Adventure,Sci-Fi;Game,Harem,Mecha; PG-13 - Teens 13 or older  ;8129;6.40;N\A;2003
6474;Sakura Taisen: Le Nouveau Paris;562;OVA;3;31 min. per ep.;Radix;Game;Adventure,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;8928;6.40;Shounen;2004
6475;Sasurai no Taiyou;3819;TV;26;24 min. per ep.;Mushi Production;Manga;N\A;N\A; PG-13 - Teens 13 or older  ;10389;6.40;N\A;1971
6476;Seikon no Qwaser: Jotei no Shouzou;9202;OVA;1;23 min.;TAKI Corporation;Manga;Action,Supernatural,Ecchi;N\A; R+ - Mild Nudity  ;3671;6.40;Seinen;2010
6477;Sengoku Basara Movie: 4-Koma Gekijou - Another Last Party;18549;Special;5;1 min. per ep.;Production I.G;Unknown;N\A;N\A; PG-13 - Teens 13 or older  ;8479;6.40;N\A;2011
6478;Shingeki no Kyotou;35122;Special;1;7 min.;add some;Manga;Action,Fantasy;N\A; PG-13 - Teens 13 or older  ;3882;6.40;Shounen;2017
6479;Shiritsu Araiso Koutougakkou Seitokai Shikkoubu;425;OVA;2;26 min. per ep.;Nippon Animation;Manga;Boys Love,Comedy,Sports;N\A; PG-13 - Teens 13 or older  ;6501;6.40;N\A;2002
6480;Sketchbook: Full Color's Picture Drama;6251;Special;6;7 min. per ep.;Hal Film Maker;4-koma;Comedy,Slice of Life;N\A; G - All Ages  ;9305;6.40;N\A;2008
6481;Space Cobra Pilot;5742;Special;1;23 min.;add some;Manga;Action,Adventure,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;9738;6.40;N\A;1981
6482;Tamako Market Specials;17879;Special;6;4 min. per ep.;Kyoto Animation;Original;N\A;N\A; PG-13 - Teens 13 or older  ;3429;6.40;N\A;2013
6483;To Heart: Remember My Memories;685;TV;13;24 min. per ep.;OLM,AIC ASTA;Visual;Drama,Romance,Sci-Fi,Slice of Life;Harem,School; PG-13 - Teens 13 or older  ;5826;6.40;N\A;2004
6484;Toradora!: SOS! Kuishinbou Banbanzai;6127;Special;4;5 min. per ep.;J.C.Staff;Light;Comedy,Gourmet;N\A; PG-13 - Teens 13 or older  ;1690;6.40;N\A;2009
6485;Uchuu Senkan Tiramisù II Specials;39115;Special;4;7 min. per ep.;Gonzo;Web;Comedy,Sci-Fi,Slice of Life;Mecha,Space; PG-13 - Teens 13 or older  ;9591;6.40;Seinen;2019
6486;Utawarerumono Recaps;6226;Special;2;15 min. per ep.;OLM;Unknown;Action,Drama,Fantasy;N\A; PG-13 - Teens 13 or older  ;7887;6.40;N\A;2006
6487;Video Senshi Lezarion;6672;TV;45;24 min. per ep.;Toei Animation;Unknown;Action,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;11346;6.40;N\A;1984
6488;Xiao Qian;315;Movie;1;1 hr. 24 min.;Triangle Staff;Unknown;Action,Drama,Fantasy,Romance;N\A; PG - Children  ;8667;6.40;N\A;1997
6489;Yichang Shengwu Jianwenlu;39421;ONA;13;21 min. per ep.;MMT Technology;Novel;N\A;N\A; PG-13 - Teens 13 or older  ;5759;6.40;N\A;2019
6490;Yume de Aetara (TV);718;TV;16;7 min. per ep.;J.C.Staff;Manga;Comedy,Drama,Romance,Slice of Life;N\A; R+ - Mild Nudity  ;6394;6.40;Seinen;1998
6491;Yuusha Exkaiser;3325;TV;48;24 min. per ep.;Sunrise;Original;Action,Sci-Fi;N\A; G - All Ages  ;9409;6.40;Shounen;1990
6492;Zeno: Kagirinaki Ai ni;4790;Movie;1;1 hr. 12 min.;add some;Unknown;N\A;N\A; G - All Ages  ;12507;6.40;N\A;1999
6493;.hack//G.U. Trilogy: Parody Mode;4469;Special;1;6 min.;add some;Game;Comedy,Fantasy,Sci-Fi;Game,Parody; PG-13 - Teens 13 or older  ;5374;6.40;N\A;2008
6494;AIUEO Anime Sekai no Douwa: Aesop Monogatari Anime Series;25717;TV;26;24 min. per ep.;add some;Unknown;Adventure,Fantasy;N\A; PG - Children  ;12027;6.40;Kids;1989
6495;Akaneiro ni Somaru Saka: Hardcore;5772;Special;1;26 min.;TNK;Visual;Comedy,Romance,Ecchi;N\A; R+ - Mild Nudity  ;2983;6.40;N\A;2009
6496;Atama Yama;1370;Movie;1;10 min.;Studio Deen;Other;Avant Garde,Comedy,Fantasy;N\A; PG - Children  ;6149;6.40;N\A;2002
6497;Bakuon!! OVA;31883;OVA;2;23 min. per ep.;TMS Entertainment;Manga;Slice of Life,Sports;N\A; PG-13 - Teens 13 or older  ;5657;6.40;Seinen;2016
6498;Beyblade Burst;31049;TV;51;24 min. per ep.;OLM;Original;Action,Adventure,Sci-Fi,Sports;N\A; PG - Children  ;3734;6.40;Kids;2016
6499;Digimon Adventure:;41074;TV;67;23 min. per ep.;Toei Animation;Other;Action,Adventure,Comedy,Fantasy;N\A; PG - Children  ;2598;6.40;Kids;2020
6500;Dokkiri Doctor;4554;TV;26;25 min. per ep.;Studio Pierrot;Manga;Comedy,Slice of Life;N\A; PG-13 - Teens 13 or older  ;11200;6.40;N\A;1998
6501;Drifters (OVA): Kokuou-sama Goranshin;37046;Special;1;2 min.;Hoods Drifters Studio;Unknown;N\A;N\A; PG-13 - Teens 13 or older  ;6475;6.40;N\A;2017
6502;Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II OVA;40453;OVA;1;26 min.;J.C.Staff;Light;Adventure,Comedy,Fantasy,Romance,Ecchi;N\A; PG-13 - Teens 13 or older  ;2026;6.40;N\A;2020
6503;Eromanga-sensei;32901;TV;12;23 min. per ep.;A-1 Pictures;Light;Comedy,Drama,Romance,Ecchi;N\A; PG-13 - Teens 13 or older  ;244;6.40;N\A;2017
6504;Evangelion: Another Impact (VR);38055;Movie;1;4 min.;Khara,Sola Digital Arts;Original;Action,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;4774;6.40;N\A;2018
6505;Fate/Apocrypha Recaps;36729;Special;2;24 min. per ep.;A-1 Pictures;Light;Action,Drama,Fantasy,Supernatural;N\A; R - 17+ (violence & profanity)  ;4542;6.40;N\A;2017
6506;Fusha no Sha;7477;Movie;1;25 min.;add some;Other;Adventure,Supernatural;Historical,Martial Arts,Samurai; PG - Children  ;11624;6.40;N\A;
6507;Gakumon!: Ookami Shoujo wa Kujikenai;23499;ONA;3;6 min. per ep.;Studio Moriken;Manga;N\A;N\A; PG-13 - Teens 13 or older  ;9187;6.40;Shounen;2014
6508;Genei wo Kakeru Taiyou;17651;TV;13;24 min. per ep.;AIC;Original;N\A;N\A; R - 17+ (violence & profanity)  ;2543;6.40;N\A;2013
6509;Guomin Laogong Dai Huijia 2nd season;37044;ONA;12;11 min. per ep.;B.CMAY PICTURES;Novel;Drama,Romance;N\A; PG-13 - Teens 13 or older  ;7059;6.40;N\A;2017
6510;Hamster Club;9900;TV;140;5 min. per ep.;add some;Unknown;N\A;N\A; G - All Ages  ;11904;6.40;Kids;2000
6511;Hashiri Tsuzukete Yokattatte.;38254;TV;4;15 min. per ep.;Signal.MD;Original;Drama,Slice of Life;N\A; PG-13 - Teens 13 or older  ;5182;6.40;N\A;2018
6512;Heibai Wushang 2nd Season;36544;ONA;12;15 min. per ep.;add some;Manga;Action,Comedy,Supernatural;N\A; PG-13 - Teens 13 or older  ;8945;6.40;N\A;2017
6513;Hua Jiang Hu: Bu Liang Ren II;33925;ONA;40;20 min. per ep.;add some;Original;Adventure,Drama,Romance;Historical,Martial Arts; R - 17+ (violence & profanity)  ;12067;6.40;N\A;2016
6514;IS: Infinite Stratos 2 - Infinite Wedding;33242;Special;1;24 min.;8bit;Light;Comedy,Romance;N\A; PG-13 - Teens 13 or older  ;3430;6.40;N\A;2016
6515;Jib;17233;Movie;1;1 hr. 19 min.;add some;Unknown;Drama,Fantasy;N\A; G - All Ages  ;12843;6.40;Kids;2011
6516;Jungle Taitei: Susume Leo!;2565;TV;26;25 min. per ep.;Mushi Production;Manga;N\A;N\A; G - All Ages  ;9283;6.40;Shounen;1966
6517;Karate Baka Ichidai;7479;TV;47;24 min. per ep.;TMS Entertainment;Manga;Adventure,Sports;Historical,Martial Arts; PG-13 - Teens 13 or older  ;10878;6.40;N\A;1973
6518;Katsute Kami Datta Kemono-tachi e;39199;TV;12;23 min. per ep.;MAPPA;Manga;Action,Drama,Fantasy;N\A; R - 17+ (violence & profanity)  ;1534;6.40;Shounen;2019
6519;Kämpfer;6205;TV;12;24 min. per ep.;Nomad;Light;Action,Comedy,Girls Love,Romance,Ecchi;School,Super Power; PG-13 - Teens 13 or older  ;723;6.40;N\A;2009
6520;Kira Kira 5th Anniversary Live Anime: Kick Start Generation;15279;OVA;1;26 min.;SILVER LINK.;Visual;N\A;N\A; G - All Ages  ;9426;6.40;N\A;2013
6521;Konjiki no Gash Bell!!: Ougon no Chichi wo Motsu Otoko;7430;OVA;1;18 min.;Toei Animation;Unknown;Action,Adventure,Comedy,Romance,Supernatural,Ecchi;N\A; PG-13 - Teens 13 or older  ;8215;6.40;Kids;
6522;Lily to Kaeru to (Otouto);10207;Special;1;27 min.;Toei Animation;Original;Adventure,Comedy,Supernatural;N\A; PG - Children  ;10828;6.40;N\A;2006
6523;Animegataris;35427;TV;12;23 min. per ep.;WAO World;Original;N\A;Parody,School; PG-13 - Teens 13 or older  ;2152;6.39;N\A;2017
6524;Ashita Sekai ga Owaru toshitemo;38464;Movie;1;1 hr. 35 min.;Craftar Studios;Original;Drama,Romance;N\A; None  ;4058;6.39;N\A;2019
6525;Attakai, Fuyu Canada;36404;ONA;1;31 sec.;add some;Original;N\A;N\A; G - All Ages  ;10304;6.39;N\A;2017
6526;Bonobono (TV 2016);32353;TV;Unknown;5 min.;Eiken;4-koma;Comedy,Slice of Life;N\A; G - All Ages  ;8942;6.39;N\A;2016
6527;Crayon Shin-chan Gaiden: O-o-o no Shinnosuke;35652;ONA;13;7 min. per ep.;add some;Manga;Comedy,Supernatural;N\A; G - All Ages  ;11533;6.39;Seinen;2017
6528;Cyborg 009: Call of Justice 3;33687;Movie;1;2 hr.;OLM Digital,Signal.MD;Manga;Action,Adventure,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;8016;6.39;Shounen;2016
6529;Demashita! Powerpuff Girls Z;1221;TV;52;25 min. per ep.;Toei Animation;Other;Action,Comedy,Sci-Fi,Slice of Life;School,Super Power; PG - Children  ;3392;6.39;Shoujo;2006
6530;Denpa Kyoushi;21495;Special;2;1 min. per ep.;A-1 Pictures;Manga;N\A;N\A; PG-13 - Teens 13 or older  ;5502;6.39;Shounen;2012
6531;Detective Conan: Chase the Mysterious Comet Monster!;33145;OVA;1;14 min.;add some;Manga;N\A;N\A; G - All Ages  ;8870;6.39;N\A;2001
6532;Detonator Orgun;1178;OVA;3;52 min. per ep.;AIC,Artmic;Original;Action,Sci-Fi;N\A; R+ - Mild Nudity  ;6898;6.39;N\A;1991
6533;Dorimogu Daa!!;6771;TV;49;25 min. per ep.;add some;Unknown;Adventure,Fantasy;N\A; PG - Children  ;13614;6.39;Kids;1986
6534;Etotama: Nyankyaku Banrai;37346;ONA;1;28 min.;Shirogumi;Original;Action,Comedy,Fantasy;N\A; PG-13 - Teens 13 or older  ;5845;6.39;N\A;2021
6535;Feng Yun Jue;5496;Movie;1;1 hr. 39 min.;add some;Unknown;Action,Adventure;N\A; PG-13 - Teens 13 or older  ;9284;6.39;N\A;2008
6536;Fight Ippatsu! Juuden-chan!! OVA;21599;OVA;1;45 min.;add some;Manga;Comedy,Sci-Fi,Ecchi;N\A; R+ - Mild Nudity  ;8713;6.39;N\A;2014
6537;Fire Emblem Heroes Book III Movie：Cohort of the Dead;43565;Special;1;1 min.;add some;Game;Action,Fantasy,Horror,Supernatural;N\A; PG-13 - Teens 13 or older  ;13015;6.39;N\A;2019
6538;FLCL Progressive;33010;Movie;1;2 hr. 16 min.;Production I.G,Signal.MD,Production GoodBook;Original;Action,Avant Garde,Comedy,Sci-Fi;Mecha,Parody; PG-13 - Teens 13 or older  ;1463;6.39;N\A;2018
6539;Frame Arms Girl;34427;TV;12;23 min. per ep.;Zexcs,Studio A-CAT;Other;Action,Sci-Fi,Slice of Life;N\A; PG-13 - Teens 13 or older  ;3344;6.39;N\A;2017
6540;Gakkatsu! 2nd Season;17147;TV;25;5 min. per ep.;Fanworks;Unknown;N\A;N\A; G - All Ages  ;9879;6.39;N\A;2013
6541;Ghiblies;2617;Special;2;18 min. per ep.;Studio Ghibli;Original;N\A;N\A; PG - Children  ;6434;6.39;N\A;2000
6542;Gravity Daze The Animation: Ouverture;33697;OVA;1;19 min.;Khara;Game;Action,Fantasy,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;7495;6.39;N\A;2016
6543;Hakushaku to Yousei Specials;7083;Special;6;3 min. per ep.;Artland;Light;Adventure,Fantasy;N\A; PG-13 - Teens 13 or older  ;5836;6.39;N\A;2008
6544;Hanayaka Nari, Waga Ichizoku: Kinetograph;14145;OVA;2;50 min. per ep.;Anpro,teamKG;Visual;N\A;N\A; PG-13 - Teens 13 or older  ;4694;6.39;Josei;2012
6545;Himitsu no Akko-chan 3;3839;TV;44;24 min. per ep.;Toei Animation;Unknown;N\A;N\A; G - All Ages  ;11766;6.39;Shoujo;1998
6546;Juusen Battle Monsuno;13185;TV;52;22 min. per ep.;Larx Entertainment;Unknown;Action,Adventure;N\A; PG - Children  ;6261;6.39;N\A;2012
6547;Kagewani;30524;TV;13;7 min. per ep.;Tomovies;Original;Horror,Mystery,Supernatural,Suspense;N\A; R - 17+ (violence & profanity)  ;3334;6.39;N\A;2015
6548;Kakushigoto;33455;ONA;1;42 sec.;Shaft;Manga;N\A;N\A; G - All Ages  ;5983;6.39;N\A;2016
6549;Kamen Rider Zero-One: Short Anime - Everyone's Daily Life;42491;ONA;5;7 min. per ep.;add some;Other;N\A;N\A; PG-13 - Teens 13 or older  ;13923;6.39;N\A;2020
6550;Kanojo ga Flag wo Oraretara;19685;TV;13;24 min. per ep.;Hoods Entertainment;Light;Comedy,Romance;Harem,School; PG-13 - Teens 13 or older  ;1046;6.39;N\A;2014
6551;Karasu Tengu Kabuto;2243;TV;39;25 min. per ep.;add some;Manga;Action,Adventure,Drama;N\A; R - 17+ (violence & profanity)  ;9386;6.39;N\A;1990
6552;Kick-Heart;16149;Movie;1;12 min.;Production I.G;Original;Comedy,Romance,Sports;N\A; PG-13 - Teens 13 or older  ;4238;6.39;N\A;2013
6553;Kikou Kai Galient;5153;TV;25;24 min. per ep.;Sunrise;Original;Action,Fantasy,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;8597;6.39;N\A;1984
6554;Last Period: Owarinaki Rasen no Monogatari;37254;TV;12;23 min. per ep.;J.C.Staff;Game;Action,Adventure,Comedy,Fantasy;N\A; PG-13 - Teens 13 or older  ;3140;6.39;N\A;2018
6555;Live On Cardliver Kakeru;5235;TV;51;23 min. per ep.;TMS Entertainment;Manga;N\A;N\A; PG - Children  ;11205;6.39;N\A;2008
6556;Miss Monochrome The Animation;20033;TV;13;4 min. per ep.;SANZIGEN,LIDENFILMS;Original;Comedy,Slice of Life;N\A; G - All Ages  ;2686;6.39;N\A;2013
6557;Monster Strike Anime: Kieyuku Uchuu-hen;36246;ONA;13;10 min. per ep.;Anima,ILCA,XFLAG Pictures,Yokohama Animation Lab;Game;Action,Fantasy;N\A; PG - Children  ;7577;6.39;N\A;2017
6558;Mori no Densetsu;2456;Movie;1;29 min.;add some;Original;Adventure,Drama,Fantasy;N\A; G - All Ages  ;10031;6.39;N\A;1987
6559;Mottainai (Special);31144;Special;1;30 sec.;add some;Original;N\A;N\A; G - All Ages  ;7917;6.39;N\A;2015
6560;Null Peta;40178;ONA;12;5 min. per ep.;Shin-Ei Animation;Mixed;Comedy,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;4106;6.39;N\A;2019
6561;Osomatsu-kun;9884;TV;56;25 min. per ep.;Studio Zero;Manga;N\A;N\A; PG - Children  ;8366;6.39;N\A;1966
6562;Panty & Stocking in Sanitarybox;10739;Special;1;8 min.;Gainax;Original;Action,Avant Garde,Comedy,Supernatural,Ecchi;N\A; R - 17+ (violence & profanity)  ;3126;6.39;N\A;2011
6563;Persona 4 the Animation: A Brief Lesson on Izanagi & Izanami;25259;Special;1;1 min.;AIC ASTA;Unknown;N\A;N\A; PG-13 - Teens 13 or older  ;6465;6.39;N\A;2013
6564;Pingu in the City (2018);38262;TV;26;7 min. per ep.;Polygon Pictures;Other;Comedy,Slice of Life;N\A; G - All Ages  ;5559;6.39;Kids;2018
6565;Pokemon Best Wishes!;9107;TV;84;22 min. per ep.;OLM;Game;Action,Adventure,Comedy,Fantasy;N\A; PG - Children  ;1842;6.39;Kids;2010
6566;Pokemon XY: Odemashi Ko Majin Hoopa;31168;OVA;1;14 min.;OLM;Game;Action,Fantasy;N\A; PG - Children  ;6224;6.39;Kids;2015
6567;Puso Ni Comi: Okawari;41634;ONA;26;4 min. per ep.;Point Pictures;Web;N\A;Game,Parody; PG-13 - Teens 13 or older  ;12176;6.39;N\A;2020
6568;Recorder to Randoseru Mi☆ Special;24935;Special;1;3 min.;Seven;4-koma;Comedy,Slice of Life;N\A; PG-13 - Teens 13 or older  ;6602;6.39;Seinen;2013
6569;Shiawase Sou no Okojo-san;2934;TV;51;25 min. per ep.;Radix;Manga;N\A;N\A; G - All Ages  ;8702;6.39;N\A;2001
6570;Sister Princess;836;TV;26;23 min. per ep.;Zexcs;Light;Comedy,Drama,Romance,Slice of Life;N\A; PG-13 - Teens 13 or older  ;3876;6.39;N\A;2001
6571;The iDOLM@STER SideM: 315 Variety Pack! Made In Passion!;36529;Special;1;25 min.;A-1 Pictures;Game;N\A;N\A; PG-13 - Teens 13 or older  ;8876;6.39;N\A;2018
6572;Tokyo 7th Sisters: Bokura wa Aozora ni Naru;41307;Movie;1;1 hr. 16 min.;LandQ studios;Game;Comedy,Slice of Life;Music,School; PG-13 - Teens 13 or older  ;8994;6.39;N\A;2021
6573;Tokyo Ghoul:re;36511;TV;12;24 min. per ep.;Studio Pierrot,Pierrot Plus;Manga;Action,Drama,Horror,Mystery,Supernatural;N\A; R - 17+ (violence & profanity)  ;118;6.39;Seinen;2018
6574;Tokyo Ghoul:re 2nd Season;37799;TV;12;24 min. per ep.;Studio Pierrot,Pierrot Plus;Manga;Action,Drama,Horror,Mystery,Supernatural;N\A; R - 17+ (violence & profanity)  ;216;6.39;Seinen;2018
6575;Vatican Kiseki Chousakan;34368;TV;12;24 min. per ep.;J.C.Staff;Novel;Drama,Mystery,Supernatural;N\A; R - 17+ (violence & profanity)  ;2748;6.39;N\A;2017
6576;World Witches Hasshin Shimasu!;42506;TV;12;15 min. per ep.;Acca effe,Giga Production;Original;N\A;N\A; PG-13 - Teens 13 or older  ;5701;6.39;N\A;2021
6577;Zettai Karen Children: Oobanburumai! Natsuko to Hotaru no B.A.B.E.L. Tsuushin;5849;Special;1;24 min.;SynergySP;Unknown;Action,Comedy,Supernatural;N\A; PG-13 - Teens 13 or older  ;8818;6.39;Shounen;2009
6578;Monkey Turn;2740;TV;25;23 min. per ep.;OLM;Manga;Action,Drama,Sports;N\A; PG-13 - Teens 13 or older  ;10509;6.38;Shounen;2004
6579;NG Knight Ramune & 40 DX: Wakuwaku Jikuu - Honoo no Daisousasen;2086;OVA;3;30 min. per ep.;Production Reed;Original;Adventure,Comedy,Fantasy;N\A; PG-13 - Teens 13 or older  ;11270;6.38;Shounen;1993
6580;Ore, Tsushima (ONA);49392;ONA;Unknown;1 min.;AQUA ARIS;Original;N\A;N\A; PG-13 - Teens 13 or older  ;9073;6.38;N\A;2021
6581;Paul no Miracle Daisakusen;4013;TV;50;25 min. per ep.;Tatsunoko Production;Original;Action,Adventure;N\A; G - All Ages  ;11865;6.38;Kids;1976
6582;RoboMasters the Animated Series;34903;TV;6;24 min. per ep.;Gonzo,DandeLion Animation Studio;Original;N\A;Mecha,School; PG-13 - Teens 13 or older  ;5080;6.38;N\A;2017
6583;Sakura Taisen: Sumire;1999;OVA;1;24 min.;Radix;Game;Adventure,Drama,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;8751;6.38;Shounen;2002
6584;Seikon no Qwaser;6500;TV;24;24 min. per ep.;Hoods Entertainment;Manga;Action,Supernatural,Ecchi;N\A; R - 17+ (violence & profanity)  ;621;6.38;Seinen;2010
6585;Twisted Wonderland 1st Anniversary PV;48952;Special;1;2 min.;add some;Game;N\A;Demons,Music; PG-13 - Teens 13 or older  ;13136;6.38;N\A;2021
