Title;MAL Id;Type;Number of Episodes;Episode Duration;Studios;Source Type;Genres;Themes;Rating;Popularity;Score;Demographic;Year;Duration;Action;Adventure;Comedy;Drama;Fantasy;Mystery;Sci-Fi;Suspense;Romance;Slice of Life;Supernatural;Sports;Ecchi;Horror;Avant Garde;Boys Love;Gourmet;Girls Love;Military;Super Power;Historical;Parody;Samurai;Space;Mecha;Demons;Martial Arts;School;Psychological;Police;Game;Harem;Vampire;Manga;Visual;Novel;Light;Original;Web;4-koma;Book;Picture;Card;Mixed; R - 17+ (violence & profanity)  ; PG-13 - Teens 13 or older  ; R+ - Mild Nudity  ; PG - Children  ; G - All Ages  ;TV;Movie;OVA;ONA;Special;Shounen;Shoujo;Seinen;Josei;Kids
Ballroom e Youkoso;34636;TV;24;24 min. per ep.;Production I.G;Manga;Comedy,Drama,Romance,Sports;N\A; PG-13 - Teens 13 or older  ;297;8.19;Shounen;2017;24;0;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0
Emiya-san Chi no Kyou no Gohan;37033;ONA;13;13 min. per ep.;ufotable;Manga;Comedy,Gourmet,Slice of Life;N\A; PG-13 - Teens 13 or older  ;766;7.8;N\A;2018;13;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
Romeo no Aoi Sora;2559;TV;33;23 min. per ep.;Nippon Animation;Novel;Adventure,Drama,Slice of Life;N\A; PG-13 - Teens 13 or older  ;188;8.33;N\A;1995;23;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
Les Misérables: Shoujo Cosette;1695;TV;52;24 min. per ep.;Nippon Animation;Novel;Drama,Slice of Life;N\A; G - All Ages  ;675;7.86;Shoujo;2007;24;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;0
Bakegyamon;2786;TV;51;25 min. per ep.;Radix;Manga;Action,Fantasy;Demons,Game; PG - Children  ;4122;6.63;Shounen;2006;25;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0
One Piece: Yume no Soccer Ou!;2386;Movie;1;5 min.;Toei Animation;Manga;Comedy,Fantasy,Sports;N\A; PG-13 - Teens 13 or older  ;2641;7.13;Shounen;2002;5;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0
Kono Danshi, Uchuujin to Tatakaemasu.;11355;OVA;1;33 min.;CoMix Wave Films;Original;Action,Boys Love,Fantasy,Supernatural;N\A; G - All Ages  ;3648;6.8;N\A;2011;33;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0
"Steins;Gate Movie: Fuka Ryouiki no Déjà vu";11577;Movie;1;1 hr. 30 min.;White Fox;Visual;Drama,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;119;8.46;N\A;2013;90;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
Mairimashita! Iruma-kun;39196;TV;23;23 min. per ep.;Bandai Namco Pictures;Manga;Comedy,Fantasy,Supernatural;Demons,School; PG-13 - Teens 13 or older  ;865;7.74;Shounen;2019;23;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0
Genji Tsuushin Agedama;8215;TV;51;25 min. per ep.;Gallop;Original;Action,Comedy,Sci-Fi;N\A; R+ - Mild Nudity  ;5091;6.3;N\A;1991;25;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
Tensai Ouji no Akaji Kokka Saisei Jutsu;47159;TV;12;24 min. per ep.;Yokohama Animation Lab;Light;Comedy,Fantasy;N\A; PG-13 - Teens 13 or older  ;1719;7.38;N\A;2022;24;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
Yuusha-Ou GaoGaiGar;890;TV;49;25 min. per ep.;Sunrise;Original;Adventure,Sci-Fi;N\A; G - All Ages  ;729;7.82;Shounen;1997;25;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0
Mirai Shounen Conan;302;TV;26;29 min. per ep.;Nippon Animation;Novel;Adventure,Drama,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;406;8.09;N\A;1978;29;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
Omoide no Marnie;21557;Movie;1;1 hr. 42 min.;Studio Ghibli;Novel;Drama,Mystery;N\A; G - All Ages  ;432;8.07;N\A;2014;102;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0
Mobile Suit Gundam Unicorn;6336;OVA;7;1 hr. 2 min. per ep.;Sunrise;Novel;Action,Drama,Sci-Fi;Mecha,Military,Space; PG-13 - Teens 13 or older  ;359;8.12;N\A;2010;62;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0
Shinkyoku Soukai Polyphonica Crimson S;5504;TV;12;25 min. per ep.;Diomedéa;Light;Drama,Fantasy,Romance;Music,School; PG-13 - Teens 13 or older  ;2513;7.16;N\A;2009;25;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
Jungle wa Itsumo Hare nochi Guu;253;TV;26;23 min. per ep.;Shin-Ei Animation;Manga;Comedy,Slice of Life;N\A; PG-13 - Teens 13 or older  ;737;7.82;N\A;2001;23;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
Qin Shi Ming Yue: Kong Shan Niao Yu;29935;ONA;3;26 min. per ep.;Sparkly Key Animation Studio;Novel;Action,Fantasy;Historical,Martial Arts; PG-13 - Teens 13 or older  ;4458;6.53;N\A;2014;26;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
High Score Girl;21877;TV;12;24 min. per ep.;J.C.Staff;Manga;Comedy,Romance;Game,School; PG-13 - Teens 13 or older  ;771;7.8;Seinen;2018;24;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0
New Dominion Tank Police;1152;OVA;6;30 min. per ep.;J.C.Staff;Manga;Comedy,Sci-Fi;Mecha,Police; PG-13 - Teens 13 or older  ;3289;6.91;Shounen;1993;30;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0
Boruto: Jump Festa 2016 Special;35072;Special;1;11 min.;Studio Pierrot;Manga;Action,Adventure,Comedy;Martial Arts,Super Power; PG-13 - Teens 13 or older  ;5392;6.18;Shounen;2016;11;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0
Jormungand: Perfect Order;13331;TV;12;24 min. per ep.;White Fox;Manga;Action,Adventure;N\A; R+ - Mild Nudity  ;601;7.91;Seinen;2012;24;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0
Mimi wo Sumaseba;585;Movie;1;1 hr. 51 min.;Studio Ghibli;Manga;Drama,Romance,Slice of Life;N\A; G - All Ages  ;268;8.22;Shoujo;1995;111;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0
Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai;29786;TV;12;23 min. per ep.;J.C.Staff;Light;Comedy,Ecchi;N\A; R+ - Mild Nudity  ;2136;7.27;N\A;2015;23;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
Kobayashi-san Chi no Maid Dragon: Valentine, Soshite Onsen! - Amari Kitai Shinaide Kudasai;35363;Special;1;23 min.;Kyoto Animation;Manga;Comedy,Fantasy,Slice of Life;N\A; PG-13 - Teens 13 or older  ;860;7.74;N\A;2017;23;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
Little Witch Academia: Mahoujikake no Parade;19489;Movie;1;53 min.;Trigger;Original;Adventure,Comedy,Fantasy;N\A; PG - Children  ;825;7.76;N\A;2015;53;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0
Sasameki Koto;6203;TV;13;24 min. per ep.;AIC;Manga;Comedy,Girls Love,Romance;N\A; PG-13 - Teens 13 or older  ;2822;7.07;N\A;2009;24;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
Hanaukyou Maid-tai: La Verite;649;TV;12;23 min. per ep.;Daume;Manga;Comedy,Romance,Ecchi;N\A; R+ - Mild Nudity  ;3716;6.77;N\A;2004;23;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
Saint October;1724;TV;26;25 min. per ep.;Studio Comet;Original;Adventure,Fantasy;N\A; PG-13 - Teens 13 or older  ;4510;6.51;N\A;2007;25;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
Eureka Seven AO;12471;TV;24;24 min. per ep.;Bones;Manga;Action,Adventure,Drama,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;4006;6.67;N\A;2012;24;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
Detective Conan Movie 05: Countdown to Heaven;1364;Movie;1;1 hr. 40 min.;TMS Entertainment;Manga;Adventure,Comedy,Mystery;N\A; PG-13 - Teens 13 or older  ;365;8.12;Shounen;2001;100;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0
Yoiko;4591;TV;20;12 min. per ep.;Studio Pierrot;Manga;Comedy,Slice of Life,Ecchi;N\A; R+ - Mild Nudity  ;5291;6.23;N\A;1998;12;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
Kaitou Joker;24909;TV;13;24 min. per ep.;Shin-Ei Animation;Manga;Adventure,Comedy,Mystery;N\A; PG - Children  ;3333;6.9;Kids;2014;24;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1
Bokutachi wa Benkyou ga Dekinai: Nagisa ni Usemono Arite Senjin wa Enzen to [X] Suru;39819;OVA;1;25 min.;Silver,Arvo Animation;Manga;Comedy,Romance;Harem,School; PG-13 - Teens 13 or older  ;2030;7.29;Shounen;2019;25;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0
Shuumatsu Nani Shitemasu ka? Isogashii Desu ka? Sukutte Moratte Ii Desu ka?;33502;TV;12;24 min. per ep.;Satelight,C2C;Light;Drama,Fantasy,Romance,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;957;7.69;N\A;2017;24;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
Shokugeki no Souma: Ni no Sara OVA;34480;OVA;2;25 min. per ep.;J.C.Staff;Manga;Gourmet,Ecchi;N\A; PG-13 - Teens 13 or older  ;1420;7.49;Shounen;2017;25;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0
Aa! Megami-sama!: Chichaitte Koto wa Benri da ne;303;TV;48;7 min. per ep.;OLM;4-koma;Comedy,Supernatural;N\A; G - All Ages  ;3321;6.9;N\A;1998;7;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
Kyuukyoku Shinka shita Full Dive RPG ga Genjitsu yori mo Kusoge Dattara;44276;TV;12;23 min. per ep.;ENGI;Light;Action,Comedy,Fantasy;N\A; PG-13 - Teens 13 or older  ;4556;6.5;N\A;2021;23;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
Halo Legends;6867;ONA;8;14 min. per ep.;Bones,Bee Train,Production I.G,Studio 4°C,Toei Animation;Game;Action,Drama,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;3062;7.0;N\A;2009;14;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
Yami no Matsuei;553;TV;13;23 min. per ep.;J.C.Staff;Manga;Boys Love,Comedy,Drama,Fantasy,Horror;N\A; R - 17+ (violence & profanity)  ;2920;7.04;Shoujo;2000;23;0;0;1;1;1;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0
Jin-Rou;570;Movie;1;1 hr. 42 min.;Production I.G;Manga;Drama,Romance;Military,Police,Psychological; R - 17+ (violence & profanity)  ;797;7.78;N\A;2000;102;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Lupin III (2015) Specials;33074;Special;2;25 min. per ep.;TMS Entertainment,Telecom Animation Film;Original;Action,Adventure,Comedy;N\A; PG-13 - Teens 13 or older  ;2326;7.22;Seinen;2015;25;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0
Z/X: Code Reunion;37268;TV;12;24 min. per ep.;Passione;Card;Fantasy,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;6113;5.75;Shounen;2019;24;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0
Great Mazinger;5658;TV;56;25 min. per ep.;Toei Animation;Manga;Action,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;2855;7.06;Shounen;1974;25;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0
Pandane to Tamago-hime;9798;Movie;1;11 min.;Studio Ghibli;Original;Adventure,Fantasy;N\A; PG-13 - Teens 13 or older  ;3309;6.9;N\A;2010;11;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
Godzilla 2: Kessen Kidou Zoushoku Toshi;36816;Movie;1;1 hr. 41 min.;Polygon Pictures;Original;Action,Adventure,Sci-Fi;N\A; R - 17+ (violence & profanity)  ;4313;6.57;N\A;2018;101;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Acchi Kocchi: Place=Princess;16273;Special;1;23 min.;AIC;4-koma;Comedy,Romance,Slice of Life;N\A; PG-13 - Teens 13 or older  ;1444;7.47;N\A;2012;23;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
Cike Wu Liuqi;38409;ONA;10;14 min. per ep.;add some;Original;Action,Comedy,Drama,Mystery,Romance;Martial Arts,Super Power; PG-13 - Teens 13 or older  ;585;7.92;N\A;2018;14;1;0;1;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
Witch Craft Works: Takamiya-kun to Imouto no Warudakumi;22117;OVA;1;24 min.;J.C.Staff;Manga;Action,Fantasy,Supernatural;N\A; PG-13 - Teens 13 or older  ;3625;6.8;Seinen;2015;24;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0
Wan Sheng Jie 2;42640;ONA;12;4 min. per ep.;add some;Web;Comedy,Slice of Life,Supernatural;N\A; PG-13 - Teens 13 or older  ;532;7.97;N\A;2020;4;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
Fanren Xiu Xian Chuan: Fanren Feng Qi Tian Nan Er;42965;ONA;9;20 min. per ep.;Original Force,Wan Wei Mao Donghua;Novel;Action,Adventure,Fantasy;N\A; PG-13 - Teens 13 or older  ;1683;7.39;N\A;2020;20;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
Ginga Eiyuu Densetsu: Die Neue These - Seiran 2;36370;Movie;4;25 min. per ep.;Production I.G;Novel;Action,Drama,Sci-Fi;Military,Space; R - 17+ (violence & profanity)  ;390;8.1;N\A;2019;25;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Horimiya;42897;TV;13;23 min. per ep.;CloverWorks;Manga;Comedy,Romance,Slice of Life;N\A; PG-13 - Teens 13 or older  ;277;8.21;Shounen;2021;23;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0
The iDOLM@STER Million Live! 4th Anniversary PV;35081;ONA;1;9 min.;A-1 Pictures;Game;Comedy,Slice of Life;N\A; PG-13 - Teens 13 or older  ;4333;6.57;N\A;2017;9;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
Digimon Adventure:;41074;TV;67;23 min. per ep.;Toei Animation;Other;Action,Adventure,Comedy,Fantasy;N\A; PG - Children  ;4841;6.4;Kids;2020;23;1;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1
Persona 3 the Movie 3: Falling Down;24543;Movie;1;1 hr. 27 min.;A-1 Pictures;Game;Action,Fantasy,Supernatural;N\A; R - 17+ (violence & profanity)  ;1131;7.6;N\A;2015;87;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0
Monster Strike;30757;ONA;51;8 min. per ep.;Studio Hibari;Game;Action,Fantasy;N\A; PG - Children  ;4768;6.42;N\A;2015;8;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
Pokemon: Pikachu no Natsuyasumi;5526;Movie;1;21 min.;OLM;Game;Comedy,Fantasy;N\A; PG - Children  ;3594;6.81;Kids;1998;21;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1
Clockwork Planet;32407;TV;12;24 min. per ep.;Xebec;Light;Fantasy,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;4683;6.45;N\A;2017;24;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
Majin Tantei Nougami Neuro;2985;TV;25;23 min. per ep.;Madhouse;Manga;Comedy,Mystery,Supernatural;N\A; R - 17+ (violence & profanity)  ;1151;7.6;Shounen;2007;23;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0
K: Seven Stories Movie 5 - Memory of Red - Burn;37306;Movie;1;1 hr. 1 min.;GoHands;Manga;Action,Supernatural;N\A; PG-13 - Teens 13 or older  ;1076;7.63;N\A;2018;61;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
Kono Bijutsubu ni wa Mondai ga Aru!;31952;TV;12;24 min. per ep.;feel.;Manga;Comedy,Romance;N\A; PG-13 - Teens 13 or older  ;2346;7.21;Seinen;2016;24;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0
Yuru Yuri;10495;TV;12;23 min. per ep.;Doga Kobo;Manga;Comedy,Girls Love,Slice of Life;N\A; PG-13 - Teens 13 or older  ;1190;7.58;N\A;2011;23;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
