Title;MAL Id;Type;Number of Episodes;Episode Duration;Studios;Source Type;Genres;Themes;Rating;Popularity;Score;Demographic;Year;Duration;Action;Adventure;Comedy;Drama;Fantasy;Mystery;Sci-Fi;Suspense;Romance;Slice of Life;Supernatural;Sports;Ecchi;Horror;Avant Garde;Boys Love;Gourmet;Girls Love;Military;Super Power;Historical;Parody;Samurai;Space;Mecha;Demons;Martial Arts;School;Psychological;Police;Game;Harem;Vampire;Manga;Visual;Novel;Light;Original;Web;4-koma;Book;Picture;Card;Mixed; R - 17+ (violence & profanity)  ; PG-13 - Teens 13 or older  ; R+ - Mild Nudity  ; PG - Children  ; G - All Ages  ;TV;Movie;OVA;ONA;Special;Shounen;Shoujo;Seinen;Josei;Kids
Aachi wa Ssipak;2884;Movie;1;1 hr. 28 min.;add some;Original;Action,Comedy;N\A; R+ - Mild Nudity  ;4185;6.61;N\A;2006;88;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
Shokugeki no Souma;28171;TV;24;25 min. per ep.;J.C.Staff;Manga;Gourmet,Ecchi;N\A; PG-13 - Teens 13 or older  ;305;8.19;Shounen;2015;25;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0
Soul Eater NOT!;21507;TV;12;23 min. per ep.;Bones;Manga;Action,Comedy,Supernatural,Ecchi;N\A; PG-13 - Teens 13 or older  ;5911;5.91;Shounen;2014;23;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0
Kimi ni Todoke 2nd Season;9656;TV;12;23 min. per ep.;Production I.G;Manga;Drama,Romance,Slice of Life;N\A; PG-13 - Teens 13 or older  ;510;7.99;Shoujo;2011;23;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0
Nozomi Witches;2052;OVA;3;52 min. per ep.;Group TAC;Manga;Romance,Sports;N\A; PG-13 - Teens 13 or older  ;5221;6.25;N\A;1992;52;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0
Munto: Toki no Kabe wo Koete;1135;OVA;1;1 hr.;Kyoto Animation;Original;Action,Fantasy;N\A; PG-13 - Teens 13 or older  ;3078;6.99;N\A;2005;60;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0
Touken Ranbu: Hanamaru;33023;TV;12;24 min. per ep.;Doga Kobo;Game;Action,Comedy,Drama,Fantasy,Slice of Life;N\A; PG-13 - Teens 13 or older  ;3551;6.82;N\A;2016;24;1;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
Love Hina Christmas Special: Silent Eve;191;Special;1;46 min.;Xebec;Manga;Comedy,Romance,Slice of Life;N\A; PG-13 - Teens 13 or older  ;1883;7.33;N\A;2000;46;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
Kimi no Hikari: Asagao to Kase-san.;35159;OVA;1;6 min.;Zexcs;Manga;Girls Love,Romance;Music,School; PG-13 - Teens 13 or older  ;2207;7.25;N\A;2017;6;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0
ViVid Strike! Specials;34812;Special;3;18 min. per ep.;Seven Arcs Pictures;Original;Action,Drama;N\A; PG-13 - Teens 13 or older  ;3978;6.68;N\A;2017;18;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
Tenkai Knights;23067;TV;52;24 min. per ep.;Bones;Original;Action,Adventure,Comedy,Sci-Fi;Mecha,Super Power; G - All Ages  ;4931;6.36;N\A;2014;24;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation;16592;TV;13;24 min. per ep.;Lerche;Game;Horror,Mystery;Psychological,School; R - 17+ (violence & profanity)  ;2242;7.24;N\A;2013;24;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Youjuu Toshi;1107;Movie;1;1 hr. 22 min.;Madhouse;Novel;Action,Adventure,Drama,Horror;Demons,Super Power; R+ - Mild Nudity  ;4722;6.44;N\A;1987;82;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
Space☆Dandy Picture Drama;25635;Special;2;5 min. per ep.;Bones;Original;Comedy,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;5528;6.13;N\A;2014;5;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
Tsuritama;12883;TV;12;23 min. per ep.;A-1 Pictures;Original;Comedy,Sci-Fi,Slice of Life,Sports;N\A; PG-13 - Teens 13 or older  ;999;7.67;N\A;2012;23;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
Re:Zero kara Hajimeru Isekai Seikatsu - Hyouketsu no Kizuna;38414;Movie;1;1 hr. 16 min.;White Fox;Light;Drama,Fantasy,Suspense;N\A; PG-13 - Teens 13 or older  ;1132;7.6;N\A;2019;76;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
Dokkiri Doctor;4554;TV;26;25 min. per ep.;Studio Pierrot;Manga;Comedy,Slice of Life;N\A; PG-13 - Teens 13 or older  ;4842;6.4;N\A;1998;25;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
Bomberman Jetters;751;TV;52;23 min. per ep.;Studio Deen;Game;Action,Adventure,Comedy,Sci-Fi;N\A; G - All Ages  ;3340;6.89;N\A;2002;23;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0
Yuri Kuma Arashi;26165;TV;12;24 min. per ep.;SILVER LINK.,Lapin Track;Original;Drama,Fantasy,Girls Love;Psychological,School; R - 17+ (violence & profanity)  ;2907;7.05;Seinen;2015;24;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0
Sengoku Majin Goushougun;2510;TV;26;24 min. per ep.;Production Reed;Original;Action,Sci-Fi;Mecha,Parody; PG-13 - Teens 13 or older  ;4462;6.53;N\A;1981;24;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
El Hazard: The Alternative World;115;TV;13;25 min. per ep.;AIC;Original;Adventure,Comedy,Fantasy;N\A; PG-13 - Teens 13 or older  ;3576;6.81;N\A;1998;25;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
Last Exile: Ginyoku no Fam;10336;TV;21;24 min. per ep.;Gonzo;Original;Action,Adventure,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;2802;7.08;N\A;2011;24;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
Vampire Hunter D;732;Movie;1;1 hr. 20 min.;Production Reed;Light;Action,Horror,Sci-Fi,Supernatural;N\A; R+ - Mild Nudity  ;2905;7.05;N\A;1985;80;1;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
Goshuushou-sama Ninomiya-kun;2494;TV;12;24 min. per ep.;AIC Spirits;Light;Comedy,Fantasy,Ecchi;N\A; R+ - Mild Nudity  ;3949;6.69;N\A;2007;24;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
"Soukou Kihei Votoms Vol.I: Stories of the ""A.T.Votoms""";12439;OVA;1;55 min.;Sunrise;Original;Action,Drama,Sci-Fi;Mecha,Military; PG-13 - Teens 13 or older  ;4968;6.34;N\A;1985;55;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0
Poputepipikku TV Special;37596;Special;2;11 min. per ep.;add some;4-koma;Avant Garde,Comedy;N\A; PG-13 - Teens 13 or older  ;1826;7.35;N\A;2019;11;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
Hidamari Sketch x SP;11237;Special;2;24 min. per ep.;Shaft;4-koma;Comedy,Slice of Life;N\A; PG-13 - Teens 13 or older  ;805;7.77;Seinen;2011;24;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;1;0;0
Momoko, Kaeru no Uta ga Kikoeru yo.;7877;Movie;1;1 hr. 19 min.;add some;Book;Drama,Slice of Life;N\A; G - All Ages  ;1458;7.47;N\A;2003;79;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0
Ore no Kanojo to Osananajimi ga Shuraba Sugiru;14749;TV;13;23 min. per ep.;A-1 Pictures;Light;Comedy,Romance;Harem,School; PG-13 - Teens 13 or older  ;3118;6.97;N\A;2013;23;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
Youma;1484;OVA;2;38 min. per ep.;J.C.Staff;Manga;Action,Fantasy,Horror,Supernatural;N\A; R - 17+ (violence & profanity)  ;5653;6.06;N\A;1989;38;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Pokemon: Bokutachi Pichu Brothers - Party wa Oosawagi! no Maki;6877;Special;1;20 min.;OLM;Game;Adventure,Comedy,Fantasy;N\A; PG - Children  ;4508;6.51;Kids;2003;20;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1
Aoki Hagane no Arpeggio: Ars Nova Movie 2 - Cadenza;24921;Movie;1;1 hr. 45 min.;SANZIGEN;Manga;Action,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;679;7.85;Seinen;2015;105;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0
Yakushiji Ryouko no Kaiki Jikenbo;3614;TV;13;23 min. per ep.;Doga Kobo;Light;Mystery,Supernatural;N\A; PG-13 - Teens 13 or older  ;2786;7.08;N\A;2008;23;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
Eikoku Koi Monogatari Emma;345;TV;12;25 min. per ep.;Studio Pierrot;Manga;Drama,Romance,Slice of Life;N\A; G - All Ages  ;1068;7.63;Seinen;2005;25;0;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0
Kick-Heart;16149;Movie;1;12 min.;Production I.G;Original;Comedy,Romance,Sports;N\A; PG-13 - Teens 13 or older  ;4871;6.39;N\A;2013;12;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
Kore wa Zombie Desu ka?;8841;TV;12;24 min. per ep.;Studio Deen;Light;Action,Comedy,Supernatural,Ecchi;N\A; R - 17+ (violence & profanity)  ;1734;7.38;N\A;2011;24;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Kiss x Sis;5042;OVA;12;24 min. per ep.;feel.;Manga;Comedy,Romance,Ecchi;Harem,School; R+ - Mild Nudity  ;3413;6.87;Seinen;2008;24;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0
Naruto: Shippuuden Movie 6 - Road to Ninja;13667;Movie;1;1 hr. 49 min.;Studio Pierrot;Manga;Action,Adventure;Martial Arts,Super Power; PG-13 - Teens 13 or older  ;995;7.67;Shounen;2012;109;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0
Omoi, Omoware, Furi, Furare;39753;Movie;1;1 hr. 42 min.;A-1 Pictures;Manga;Drama,Romance;N\A; PG-13 - Teens 13 or older  ;1909;7.32;Shoujo;2020;102;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;0
Ningen Kousaten;1083;TV;13;24 min. per ep.;A.C.G.T.;Manga;Drama,Slice of Life,Sports;N\A; PG-13 - Teens 13 or older  ;5177;6.27;N\A;2003;24;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
Detective Conan Movie 01: The Timed Skyscraper;779;Movie;1;1 hr. 34 min.;TMS Entertainment;Manga;Adventure,Comedy,Mystery;N\A; PG-13 - Teens 13 or older  ;681;7.85;Shounen;1997;94;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0
Naruto Narutimate Hero 3: Tsuini Gekitotsu! Jounin vs. Genin!! Musabetsu Dairansen Taikai Kaisai!!;1074;OVA;1;26 min.;Studio Pierrot;Game;Adventure,Comedy;N\A; PG-13 - Teens 13 or older  ;3680;6.78;Shounen;2005;26;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0
Hitori no Shita: The Outcast Recap;37090;Special;1;24 min.;Haoliners Animation League;Web;Action,Supernatural;N\A; R - 17+ (violence & profanity)  ;5041;6.32;N\A;2018;24;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Soukyuu no Fafner: Dead Aggressor - The Beyond;34649;Movie;3;28 min. per ep.;Production I.G,Xebec,I.Gzwei;Original;Action,Drama,Sci-Fi;Mecha,Military; PG-13 - Teens 13 or older  ;2493;7.17;N\A;2019;28;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
Stratos 4 Advance Kanketsu-hen;1584;OVA;2;27 min. per ep.;Studio Fantasia;Original;Comedy,Sci-Fi;N\A; PG-13 - Teens 13 or older  ;3316;6.9;N\A;2006;27;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0
Pokemon Movie 07: Rekkuu no Houmonsha Deoxys;1122;Movie;1;1 hr. 38 min.;OLM;Game;Action,Adventure,Comedy,Fantasy,Sci-Fi;N\A; PG - Children  ;3132;6.96;Kids;2004;98;1;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1
Seikon no Qwaser;6500;TV;24;24 min. per ep.;Hoods Entertainment;Manga;Action,Supernatural,Ecchi;N\A; R - 17+ (violence & profanity)  ;4892;6.38;Seinen;2010;24;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0
Goal FH: Field Hunter;5217;TV;39;30 min. per ep.;Image Kei;Manga;Action,Sports;N\A; PG-13 - Teens 13 or older  ;3713;6.77;N\A;1994;30;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
Fate/Grand Order: Zettai Majuu Sensen Babylonia;38084;TV;21;23 min. per ep.;CloverWorks;Game;Action,Fantasy,Supernatural;N\A; PG-13 - Teens 13 or older  ;563;7.94;N\A;2019;23;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
Zhongguo Jingqi Xiansheng;33339;ONA;63;10 min. per ep.;Haoliners Animation League,Pb Animation Co. Ltd.;Web;Comedy,Supernatural,Suspense;N\A; PG-13 - Teens 13 or older  ;5383;6.19;N\A;2014;10;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
Saru Getchu: On Air;1872;TV;26;15 min. per ep.;Xebec;Game;Adventure,Comedy,Fantasy,Romance;N\A; PG - Children  ;5602;6.09;N\A;2006;15;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0
Slayers Evolution-R;5233;TV;13;24 min. per ep.;J.C.Staff;Light;Adventure,Comedy,Fantasy;N\A; PG-13 - Teens 13 or older  ;1655;7.4;N\A;2009;24;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
High☆Speed! Movie: Free! Starting Days;30415;Movie;1;1 hr. 50 min.;Kyoto Animation;Light;Comedy,Drama,Slice of Life,Sports;N\A; PG-13 - Teens 13 or older  ;658;7.87;N\A;2015;110;0;0;1;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
Guilty Crown;10793;TV;22;24 min. per ep.;Production I.G;Original;Action,Drama,Romance,Sci-Fi;Mecha,Super Power; R - 17+ (violence & profanity)  ;1508;7.45;N\A;2011;24;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Qui Shui Yi Yun;33761;ONA;12;10 min. per ep.;add some;Web;Horror,Mystery,Supernatural;N\A; PG-13 - Teens 13 or older  ;6129;5.73;N\A;2015;10;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0
Evangelion: 2.0 You Can (Not) Advance;3784;Movie;1;1 hr. 52 min.;Khara;Original;Action,Drama,Sci-Fi;Mecha,Psychological; PG-13 - Teens 13 or older  ;197;8.32;N\A;2009;112;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
"Soukou Kihei Votoms: Case;Irvine";8248;OVA;1;50 min.;Sunrise;Original;Drama,Sci-Fi;Mecha,Military; R - 17+ (violence & profanity)  ;4596;6.48;N\A;2010;50;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Nekogami Yaoyorozu: Ohanami Ghostbusters;10936;OVA;1;27 min.;AIC PLUS+;Manga;Comedy,Supernatural;N\A; PG-13 - Teens 13 or older  ;4021;6.67;Seinen;2012;27;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0
Maken-Ki! Two;15565;TV;10;24 min. per ep.;Xebec;Manga;Action,Ecchi;Harem,Martial Arts,School,Super Power; R+ - Mild Nudity  ;5460;6.15;N\A;2014;24;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
Kaze no Matasaburou;12141;OVA;1;29 min.;Madhouse;Novel;Fantasy,Slice of Life;N\A; G - All Ages  ;6180;5.69;Kids;1988;29;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1
Maesetsu!;40085;TV;12;24 min. per ep.;Studio Gokumi,AXsiZ;Original;Comedy,Slice of Life;N\A; PG-13 - Teens 13 or older  ;6071;5.77;N\A;2020;24;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
Mo Dao Zu Shi;37208;ONA;15;25 min. per ep.;B.CMAY PICTURES;Web;Action,Adventure,Mystery,Supernatural;N\A; R - 17+ (violence & profanity)  ;112;8.48;N\A;2018;25;1;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Yami Shibai 9;49110;TV;13;4 min. per ep.;ILCA,DRAWIZ;Original;Avant Garde,Horror,Supernatural;N\A; PG-13 - Teens 13 or older  ;6077;5.77;N\A;2021;4;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0
